no;id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
0;27934;Nice room with superb city view;120437;Nuttee;Ratchathewi;1.375.983;10.054.134;Entire home/apt;1905;3;65;06/01/2020;0.5;2;353;0
1;27979;Easy going landlord,easy place;120541;Emy;Bang Na;1.366.818;10.061.674;Private room;1316;1;0;;;2;358;0
2;28745;modern-style apartment in Bangkok;123784;Familyroom;Bang Kapi;1.375.232;10.062.402;Private room;800;60;0;;;1;365;0
3;35780;Spacious one bedroom at The Kris Condo Bldg. 3;153730;Sirilak;Din Daeng;1.378.823;10.057.256;Private room;1286;7;2;01/04/2022;0.03;1;323;1
4;941865;Suite Room 3 at MetroPoint;610315;Kasem;Bang Kapi;1.376.872;10.063.338;Private room;1905;1;0;;;3;365;0
5;1704776;NEw Pro!!  Bungalow Bkk Centre;2129668;Wimonpak;Bang Kho laen;1.369.757;1.005.288;Entire home/apt;1000;250;19;03/08/2017;0.17;41;365;0
6;48736;Condo with Chaopraya River View;222005;Athitaya;Rat Burana;1.368.556;10.049.535;Private room;1558;3;1;03/02/2014;0.01;1;365;0
7;1738669;1 chic bedroom apartment in BKK;7045870;Jiraporn;Chatu Chak;1.382.925;10.056.737;Entire home/apt;1461;1;0;;;1;365;0
8;1744248;Batcave, Pool view, near Chatuchak;9181769;Nol;Chatu Chak;1.381.693;10.056.433;Entire home/apt;1558;3;10;29/03/2016;0.09;1;365;0
9;952677;Standard Room Decor do Hostel;5171292;Somsak;Khlong San;137.204;10.050.757;Private room;700;2;4;27/12/2019;0.03;10;87;0
10;55681;Sathorn Terrace Apartment(61);263049;Tor;Bang Rak;1.371.934;1.005.176;Private room;1150;2;27;03/01/2019;0.19;7;320;0
11;1765918;2BR apt in a cozy neighborhood;9279712;Jing;Phaya Thai;1.377.486;10.054.272;Entire home/apt;1893;15;129;30/09/2022;1.17;1;356;1
12;55686;Comfy bedroom near River pier & BTS  Taksin.;263049;Tor;Sathon;1.371.802;10.051.539;Hotel room;1862;2;208;02/12/2019;1.44;7;361;0
13;59221;budget hotel bangkok near subway;284095;Mimi;Din Daeng;1.377.941;10.057.383;Entire home/apt;910;2;3;30/07/2018;0.02;2;365;0
14;959254;Deluxe Condo, Nana, Pool/GYM/Sauna;5153476;Natcha;Khlong Toei;1.371.516;10.056.806;Entire home/apt;1400;30;0;;;1;365;0
15;62217;Luxury@swimpool/FreeWiFi/nearJJMkt;302658;Srisuk;Phaya Thai;1.379.152;10.053.982;Private room;4156;1;0;;;1;365;0
16;1791481;Nice and Quiet condo near BTS Onnut;9399478;Piyakorn;Khlong Toei;1.370.719;10.059.936;Entire home/apt;1577;30;78;31/05/2019;0.78;1;330;0
17;66046;24Flr- 1br Apt near JJ, MRT, BTS;323158;Sue;Chatu Chak;1.382.298;10.056.484;Entire home/apt;122594;2;9;04/03/2020;0.09;6;180;0
18;105042;Central Bangkok 3 Bedroom Apartment;545890;Henry;Khlong Toei;1.373.378;10.056.303;Entire home/apt;5680;28;148;07/01/2020;1.08;1;334;0
19;1793000;The Duplex - Asoke- Luxury 92sqm;9407280;Timo;Vadhana;1.374.668;10.056.137;Entire home/apt;5034;21;287;22/11/2022;2.59;1;349;3
20;960858;New, Stylish & Luxury Studio Condo;3769704;Pat;Sai Mai;139.077;10.064.473;Private room;1500;1;0;;;1;365;0
21;113744;River View - Ivy Condo (1 Bedroom);578110;Muay;Rat Burana;1.368.568;10.049.231;Private room;1385;30;0;;;1;365;0
22;965722;Siamese Gioia on Sukhumvit 31;5265861;Chuchart;Vadhana;1.374.444;10.057.003;Private room;3775;30;3;24/12/2018;0.05;1;364;0
23;1808600;Contemporary Modern Duplex-Thong Lo;9478184;Shine;Khlong Toei;1.372.097;10.057.823;Entire home/apt;2078;60;83;12/09/2018;0.75;1;55;0
24;118118;Pan Dao Condo 5 min from BTS On Nut;596463;Dustin;Khlong Toei;1.370.441;10.059.968;Entire home/apt;1732;2;3;09/10/2013;0.02;1;364;0
25;1816517;1 BR condominium center BKK +NETFLIX+55SQM;8492603;Sudhichai;Ratchathewi;1.375.351;10.053.308;Entire home/apt;2000;27;76;05/04/2018;0.7;1;263;0
26;969792;1 penthouse in central Bangkok;5297436;Anya;Ratchathewi;137.547;10.053.268;Entire home/apt;3082;1;0;;;1;365;0
27;121410;MetroPoint Suite Room, Near Airport;610315;Kasem;Bang Kapi;1.376.747;10.063.287;Private room;1190;1;0;;;3;365;0
28;145343;Boutique Rooms Near Bangkok Airport;703944;Parinya;Lat Krabang;13.721.868;100.771.713;Private room;1329;1;28;25/11/2022;0.28;1;349;13
29;973830;BangLuang House1 @ Bangkok Thailand;5325919;วสวัตติ์;Bangkok Yai;1.373.292;10.046.413;Private room;2078;1;76;31/12/2019;0.64;3;350;0
30;156583;Studio near Chula University/Silom walk to MRT/BTS;58920;Gael;Bang Rak;137.285;10.052.313;Entire home/apt;1176;7;63;25/11/2022;0.47;2;95;2
31;1823321;กรองทองแมนชั่น (ลาดพร้าว 81);9545111;Penjit;Wang Thong Lang;1.378.938;1.006.134;Private room;600;1;0;;;1;365;0
32;159854;Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7;766443;Gerd;Vadhana;1.374.293;10.055.603;Entire home/apt;1659;3;212;08/12/2022;1.58;3;207;7
33;976690;Beautiful 1 BR apartment @BTS Ari;5344120;Nattavut;Phaya Thai;1.377.931;10.054.262;Entire home/apt;1400;15;90;15/11/2022;0.77;4;336;2
34;978531;Urban Oasis in the heart of Bangkok;5309669;Apiradee;Sathon;1.372.291;10.053.759;Entire home/apt;5429;2;3;18/12/2018;0.03;3;174;0
35;166267;1Bed apt. near Chula University/Silom;58920;Gael;Bang Rak;1.372.733;10.052.555;Entire home/apt;1843;7;71;30/11/2022;0.54;2;156;5
36;169285;Stay at the ROARING RATCHADA!;806600;Frances;Huai Khwang;1.378.118;10.058.349;Private room;1316;1;0;;;1;365;0
37;978969;60 m2 apartment in Thong Lor, Bangkok;5358785;Danny;Vadhana;1.373.224;10.057.803;Entire home/apt;1870;4;5;10/11/2019;0.05;1;331;0
38;1842066;ICONSIAM River view  on 49th floor;9626074;Weera;Bang Rak;1.372.287;10.051.678;Private room;2500;180;15;08/12/2015;0.14;1;88;0
39;169514;2br apt in Sukhumvit Asoke near BTS;729617;Kanchuya;Vadhana;1.374.464;10.055.784;Entire home/apt;1732;90;0;;;1;365;0
40;1849029;Self catering cozy1-bed near BTS;9652914;Jirasak;Vadhana;137.137;10.059.637;Entire home/apt;1300;30;7;18/12/2018;0.06;1;365;0
41;1862089;❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀;1927968;Evan;Sathon;1.372.062;10.054.707;Entire home/apt;1200;1;419;07/12/2022;3.77;37;355;1
42;985743;Room with city view of BKK;5309669;Apiradee;Sathon;1.371.803;10.054.654;Private room;3500;3;0;;;3;363;0
43;988373;BangLuang House 2@ Bangkok Thailand;5325919;วสวัตติ์;Phasi Charoen;1.373.122;10.046.228;Entire home/apt;1795;1;95;15/12/2022;0.8;3;339;10
44;172332;Tranquility found in busy Bangkok near new skytran;822284;Rae And Charlie;Bang Sue;1.383.148;10.052.102;Entire home/apt;1000;3;21;20/02/2019;0.17;7;145;0
45;1016487;Private room in Bangkok;5594281;Yodying;Chatu Chak;1.382.148;10.058.326;Private room;350;30;0;;;1;365;0
46;1862331;☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪;8214044;Evan From Sanctuary House;Sathon;1.372.073;1.005.469;Entire home/apt;1450;1;268;15/12/2022;2.59;8;350;7
47;1862377;☞Downtown Central Studio-Bangkok MRT;8214044;Evan From Sanctuary House;Sathon;1.372.063;10.054.694;Entire home/apt;1200;1;310;11/12/2022;3.0;8;331;9
48;185364;Beautiful Wood Bangkok Resort House;889670;Narumon;Nong Chok;13.779;10.083.671;Entire home/apt;8658;1;0;;;1;363;0
49;1887544;"""Serviced 2 Bed Scenic SkyVillas""";6132593;Salvatore;Sathon;1.372.096;10.052.911;Entire home/apt;3757;2;118;30/11/2022;1.07;7;134;12
50;1888303;Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok;9821998;Pichanee;Khlong Toei;1.373.782;10.055.179;Entire home/apt;1490;5;11;02/07/2018;0.15;1;16;0
51;1019241;Chic two bedroom for Monthly rental;3323622;Phoebe;Bang Rak;1.372.687;10.052.725;Entire home/apt;2701;30;104;20/02/2020;0.89;1;0;0
52;241416;Sukhumvit52 near SkyTrain to BkkCBD;960892;Vajirune;Phra Khanong;1.370.169;1.005.977;Private room;2251;3;0;;;1;365;0
53;1026451;♡Chic Studio, Easy Walk to Pier & BTS Taksin♡;3346331;Bee;Sathon;1.371.192;10.051.535;Entire home/apt;866;2;472;15/12/2022;4.02;7;320;29
54;1028469;One Bedroom Suite- WIFI- SATHORN;2148220;Marvin;Sathon;1.371.602;10.052.663;Private room;2696;1;0;;;3;356;0
55;1028486;STUDIO RM2 - WIFI- SATHORN;2148220;Marvin;Sathon;1.371.798;10.052.841;Private room;1736;1;4;12/11/2014;0.04;3;356;0
56;1035589;Quiet Double  Bed Apartment;4115838;Primrose;Thawi Watthana;1.379.274;10.033.377;Private room;1800;2;1;25/10/2022;0.46;3;242;1
57;1035640;Quiet Double Bed Apartment;4115838;Primrose;Thawi Watthana;1.379.315;10.033.356;Private room;1800;2;0;;;3;256;0
58;1897982;Suvarnabhumi free transfer;8362130;Luckana;Lat Krabang;1.372.141;10.072.946;Entire home/apt;1558;1;43;03/03/2020;0.39;2;365;0
59;296960;Luxury&Comfy wthWifi walk-distance to Subwy-Malls;175729;Mitch & Mam;Chatu Chak;1.380.926;10.056.892;Entire home/apt;900;358;56;04/08/2019;0.43;1;365;0
60;1898332;Apr. for rent full fur 1 bedroom, monthly;4837310;Veesa;Bang Na;1.367.805;10.062.451;Private room;400;180;0;;;1;364;0
61;1041976;Long-stay special rate spacious entire floor Siam;5735895;Pariya;Parthum Wan;1.374.814;10.052.016;Entire home/apt;2900;1125;295;21/08/2021;2.61;3;0;0
62;313459;One Bed Room at Sukumvit 50 Bangkok;1611711;Nichapat;Khlong Toei;1.371.513;1.005.683;Private room;2226;1;0;;;1;364;0
63;1052180;City View, relaxed theme & delicious food around;5793490;Nicky;Bang Kho laen;1.369.947;10.052.726;Entire home/apt;890;2;29;18/12/2022;0.27;6;59;4
64;1926489;Ideo Blucove Sukhumvit Bangkok;9434109;Sander;Bang Na;1.367.998;10.061.074;Entire home/apt;1500;29;0;;;1;365;0
65;320014;2-BR condo near BTS on Sukhumvit Rd;843854;Anshera;Khlong Toei;137.281;10.057.318;Entire home/apt;1732;30;67;20/09/2022;0.51;1;167;1
66;1933894;NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.;9509219;Piya;Pra Wet;1.370.004;1.006.787;Entire home/apt;3394;5;3;28/11/2022;0.03;8;180;2
67;1057173;IdeoMix, Sukhumvit RD, close to BTS;5822937;Piya;Bang Na;1.367.991;10.061.055;Entire home/apt;922;14;170;05/12/2022;1.54;1;219;5
68;1060320;Mix Dorm  Decor do Hostel;5171292;Somsak;Khlong San;1.372.214;10.050.752;Shared room;350;1;12;08/02/2020;0.12;10;87;0
69;384924;Oasis in the heart of Bangkok;1667508;Siriwipa;Ratchathewi;1.374.902;10.055.652;Entire home/apt;866;90;94;31/08/2022;0.75;1;142;1
70;1067748;5 mins by car from Chong Nonsi BTS Station;4154759;Mimi;Sathon;1.371.498;10.053.312;Private room;1543;1;40;09/12/2022;0.46;4;149;10
71;1077493;Inn Saladaeng - Superior hotel room;5929404;Inn Saladaeng & The Sathon Vimanda;Bang Rak;1.372.825;10.053.774;Entire home/apt;1589;1;36;01/09/2022;0.33;2;176;1
72;1943048;Best nr Chatujak, MRT, BTS free wifi&fNetflix;9906827;Nokiko;Chatu Chak;1.381.694;10.056.451;Entire home/apt;1271;1;293;06/12/2022;2.72;1;129;19
73;385130;❂Citycenter✔Subway station✔Private Bathroom4Aircon;1927968;Evan;Sathon;1.372.062;10.054.707;Entire home/apt;800;1;396;30/04/2020;3.02;37;361;0
74;385278;Nice River View Condominium 30 sq.m;1928343;Chanvit;Rat Burana;1.368.426;10.049.841;Private room;1558;1;0;;;1;365;0
75;385979;Monthly rent 2Beds/2Baths quiet APT at BTS;1681901;Pornpan;Khlong San;1.371.905;10.050.414;Entire home/apt;1747;30;80;28/01/2020;0.62;1;330;0
76;390611;Sukhumvit apartment near Nana BTS;807406;Hollis;Khlong Toei;1.374.052;10.055.237;Entire home/apt;797;1;189;28/11/2022;1.45;1;230;13
77;1947314;A room w/ the view :-) in the city;10070953;Vichit;Vadhana;1.371.012;10.060.281;Entire home/apt;6926;1;1;13/01/2019;0.02;1;364;0
78;1079039;Spacious 1Bed apartment;5935474;Tisa;Huai Khwang;1.375.224;10.058.979;Entire home/apt;1169;15;0;;;1;180;0
79;1086843;Near Bangkok more space than urban!;4937984;Sugarcane;Phra Nakhon;1.375.135;10.049.447;Shared room;5195;1;0;;;1;365;0
80;393066;✺✺99 feet in the sky✺✺;1927968;Evan;Sathon;1.372.062;10.054.707;Entire home/apt;829;1;430;01/10/2022;3.39;37;334;10
81;397449;Cozy Studio Apt near Skytrain.(72/74);263049;Tor;Sathon;1.371.782;10.051.622;Private room;950;1;39;01/10/2022;0.3;7;301;2
82;405662;Asoke: tasteful, modern 1BR condo;1425515;Peter;Vadhana;1.373.816;10.056.495;Entire home/apt;1400;28;32;31/10/2022;0.25;2;120;5
83;1088343;2 bed 2 bath, BTS, Supermarkets, Monthly;5981006;Sibyl;Vadhana;137.104;10.060.171;Entire home/apt;2355;30;19;04/01/2020;0.17;1;356;0
84;1094136;Private, relaxed with amenities;5793490;Nicky;Bang Kho laen;1.369.949;10.052.725;Entire home/apt;980;2;18;26/11/2022;0.18;6;75;1
85;1961981;S1 hostel (Dorm) Sathorn Bangkok;10138065;S1;Sathon;1.372.157;10.054.509;Shared room;330;1;82;09/12/2019;0.83;3;358;0
86;407381;3 minutes walk to Phrom Phong BTS;1463818;Amporn;Vadhana;1.373.675;10.057.191;Entire home/apt;3740;7;18;14/09/2022;0.15;1;44;1
87;1975849;1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT;8480912;Chris And Lek;Phaya Thai;1.379.128;10.054.935;Entire home/apt;1000;5;29;01/09/2022;0.27;1;145;4
88;1133843;เฮ้าส์โหมด House Mode;6220137;Prapussorn;Thon buri;1.372.646.255.738.600;10.049.129.336.748.200;Private room;800;1;0;;;1;365;0
89;413824;❂100% Private&Central Light EnSuite;1927968;Evan;Sathon;1.372.062;10.054.707;Entire home/apt;800;1;325;14/03/2020;2.67;37;358;0
90;428360;Spacious Studio kitchen/wifi;2129668;Wimonpak;Yan na wa;1.369.673;10.053.202;Entire home/apt;1143;200;35;04/03/2019;0.27;41;365;0
91;428421;2. Bangkok bright Apartment 201;2129668;Wimonpak;Bang Kho laen;1.369.935;10.052.723;Entire home/apt;700;365;40;24/10/2018;0.31;41;365;0
92;428907;1.Bangkok great value Studio WIFI;2129668;Wimonpak;Bang Kho laen;1.369.977;10.052.652;Entire home/apt;831;365;14;01/11/2013;0.11;41;270;0
93;428950;BKK City Fab Luxx Studio free wifi @1194;2129668;Wimonpak;Bang Kho laen;13.698;10.052.886;Entire home/apt;790;1;127;14/12/2022;1.0;41;365;5
94;430691;5. Bangkok Bright Apartment -WIFI;2129668;Wimonpak;Bang Kho laen;1.370.068;1.005.228;Entire home/apt;720;365;26;05/11/2016;0.23;41;365;0
95;430703;6. Bangkok nice, cosy Apartment 201;2129668;Wimonpak;Bang Kho laen;1.369.925;10.052.624;Entire home/apt;890;1;48;13/11/2022;0.38;41;346;3
96;430706;7. Bangkok big bright Apartment 402;2129668;Wimonpak;Bang Kho laen;1.370.086;10.052.276;Entire home/apt;1211;365;8;28/06/2013;0.07;41;365;0
97;432004;STUDIO-WIFI-RAIN SHOWER-SATHORN;2148220;Marvin;Sathon;1.371.922;1.005.255;Private room;1736;1;14;23/02/2017;0.12;3;356;0
98;439051;Luxury Riverview Teakwood Apartment-Great Views :);2122791;Maam & Hermann;Yan na wa;1.367.317;10.054.406;Hotel room;1558;2;120;28/02/2020;0.93;1;361;0
99;1138679;1 Bed Pool Access Onnut BTS;4877320;Nisa;Suanluang;1.371.119;10.063.334;Entire home/apt;970;21;1;01/07/2013;0.01;2;272;0
100;1976962;River Side Luxury View;10204823;Jahidul;Yan na wa;1.370.497;10.055.134;Private room;2500;1;0;;;1;364;0
101;449782;BKK Center Fab studio1150 free wifi;2129668;Wimonpak;Bang Kho laen;1.369.832;10.052.434;Entire home/apt;929;1;60;30/10/2022;0.47;41;162;1
102;449826;Loft by the Church w kitchen/wifi near Sathon;2129668;Wimonpak;Bang Kho laen;1.370.218;10.052.254;Entire home/apt;670;2;38;31/03/2018;0.31;41;347;0
103;450464;9. Bangkok Mini Stylish Studio 205;2129668;Wimonpak;Bang Kho laen;1.370.039;10.052.806;Entire home/apt;720;1;40;12/12/2022;0.4;41;359;3
104;527553;Beautiful Apt @ Ratchayothin BTS, Free Wifi;2592798;Nokina;Chatu Chak;1.382.841;10.057.103;Entire home/apt;1004;2;24;22/07/2018;0.19;2;0;0
105;1980886;New and Modern Spacious Apartment;10222460;Preeda;Phra Khanong;136.937;10.059.897;Entire home/apt;1385;3;0;;;1;364;0
106;1982413;Hip Studio ♥ Of BKK+River+BTS+WIFI;3346331;Bee;Sathon;1.371.278;1.005.156;Entire home/apt;811;2;404;15/12/2022;3.67;7;304;19
107;1986193;Condo QUATTRO @Thonglor Near BTS;10246374;Arika;Vadhana;1.372.873;10.058.039;Entire home/apt;2000;7;6;16/12/2022;0.05;3;62;1
108;2018775;Big quiet Studio for weekly monthly long term Stay;7454779;Lily Duangdao;Sathon;13.720.317;10.054.586;Private room;1629;4;4;23/10/2022;0.7;7;82;4
109;2064413;BH : Double Room - Near BTS;8664261;Kriengkrai;Sathon;1.371.659;10.051.588;Private room;835;1;0;;;7;365;0
110;2065054;Suite with Balcony;8664261;Kriengkrai;Sathon;1.371.655;10.051.384;Private room;926;1;1;13/04/2019;0.02;7;365;0
111;2065536;Room + Shared Shower Room near BTS;8664261;Kriengkrai;Sathon;1.371.496;10.051.406;Private room;866;1;0;;;7;365;0
112;2065699;BANGKOK HUB Studio Room+Shower Room;8664261;Kriengkrai;Sathon;13.718;10.051.573;Private room;650;1;0;;;7;365;0
113;2067731;BANGKOK HUB : Standard Double Room;8664261;Kriengkrai;Sathon;1.371.662;10.051.572;Shared room;866;1;2;01/01/2019;0.03;7;365;0
114;1141969;Great location on a charming loft;6262801;Andrea;Bang Rak;1.372.687;10.052.326;Entire home/apt;5887;30;8;22/01/2019;0.07;1;358;0
115;1151862;phiyapa;6313832;Psirivedin;Don Mueang;139.277;10.058.757;Private room;1250;1;0;;;1;365;0
116;1160838;Spacious 2 Bedroom Apartment near BTS-non smoking;1513875;Suchada;Phaya Thai;137.736;10.054.079;Entire home/apt;2571;3;109;18/12/2022;1.15;4;342;56
117;1187726;Private Studio Bed Room Walkable from BTS Ari;5402740;Nattha;Phaya Thai;1.377.808;1.005.416;Entire home/apt;1000;120;18;15/03/2021;0.41;1;323;0
118;534241;Stunning 24th Fl Terrace Penthouse!;2625384;Mike;Chatu Chak;1.380.994;1.005.651;Entire home/apt;4156;30;0;;;1;348;0
119;1206077;CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool;6586465;Tayawat;Phaya Thai;1.377.776;10.054.353;Entire home/apt;3847;9;34;17/05/2021;0.32;1;167;0
120;1208204;Deluxe Condo at perfect location 2-0;766443;Gerd;Vadhana;1.373.757;10.055.996;Entire home/apt;1485;3;206;14/12/2022;1.83;3;130;20
121;2068795;Wow! Entire 3 story house in Bangkok;9390848;VeeZa;Dusit;1.377.537;10.052.383;Entire home/apt;2814;1;271;20/12/2022;2.97;1;154;2
122;580270;✴✴Colorful Room with Soaring Views in Center BKK✴✴;1927968;Evan;Sathon;1.372.062;10.054.707;Entire home/apt;707;1;93;25/11/2022;0.95;37;346;11
123;581755;Brand New room near Airport Railway;2864425;Urcha;Bang Kapi;1.375.056;10.060.844;Private room;1316;5;1;03/12/2013;0.01;1;364;0
124;2068972;State tower riverview 42th freewifi;10581237;Anchana;Bang Rak;1.372.225;10.051.642;Private room;2061;30;11;02/09/2015;0.1;4;365;0
125;2069445;1Br riverview 42th State tower wifi;10581237;Anchana;Bang Rak;1.372.221;10.051.568;Private room;2061;30;3;01/09/2015;0.03;4;365;0
126;2070131;Cozy Studio by BTS: Wifi, Pool #2;1780407;Feb;Phra Khanong;1.369.821;10.060.626;Entire home/apt;600;120;77;30/11/2022;0.7;6;244;2
127;605314;☀ ☼Sky bedroom with a smooth life view☼☀;1927968;Evan;Sathon;1.372.061;10.054.706;Entire home/apt;750;1;426;08/12/2022;3.39;37;344;10
128;1218098;Transit DMK & Not far from Impact;6647138;NiNew;Lak Si;1.388.974;10.056.257;Private room;800;1;27;08/04/2016;0.23;4;353;0
129;605343;✬Sweet Dreams in the Center of Bangkok@Sky House✬;1927968;Evan;Sathon;1.372.062;10.054.709;Entire home/apt;693;1;224;13/12/2022;1.84;37;349;4
130;1218842;F/F Studio APT For Rent. ARI BTS.;6648722;Taweewat  (Ken);Phaya Thai;1.378.148;10.054.868;Private room;1088;2;1;04/01/2019;0.02;2;365;0
131;608624;Big Jacuzzi+BTS/BRT+wifi 100mbps;2940438;Kinifrog;Thon buri;1.371.699;1.004.783;Entire home/apt;2000;7;0;;;19;354;0
132;688013;1 BR Near BTS WIFI/POOL/FITNESS (B);1780407;Feb;Bang Na;1.367.926;10.061.655;Entire home/apt;808;29;147;30/11/2022;1.18;6;317;2
133;691478;Studio ๏ Affordable comfort;3533863;Sarasinee;Phaya Thai;1.378.887;10.056.009;Entire home/apt;500;30;4;15/12/2012;0.03;1;365;0
134;715652;Cosy 1 bed room service apartment!;3687435;Avinash;Din Daeng;1.378.777;10.056.551;Entire home/apt;866;1;6;18/10/2015;0.05;1;365;0
135;1227663;Hip Luxury Apt in Best Location;5469059;Andrew;Parthum Wan;1.374.088;10.054.102;Entire home/apt;3097;12;120;04/12/2022;1.03;1;54;1
136;2071610;Metro view of studio near BTS Ari;9701189;Tam;Phaya Thai;1.378.686;10.054.951;Entire home/apt;850;30;14;10/01/2020;0.13;1;362;0
137;722291;1 bedroom apartment, Center Bangkok;1810415;Egidio;Sathon;1.372.109;10.053.915;Entire home/apt;1212;300;35;17/06/2022;0.31;3;271;3
138;2075095;"Top of ""Old Siam""- 17th floor views";368001;Melissa And Kurt;Phra Nakhon;1.376.473;10.049.718;Entire home/apt;935;30;34;19/06/2022;0.31;1;255;1
139;1235695;Furnished studio 5min from Skytrain;4583001;Suchela;Phaya Thai;1.378.761;10.055.319;Entire home/apt;623;365;0;;;2;365;0
140;722660;Bangkok View, Luxurious 1 bedroom,Sathorn.;3734436;Chok;Sathon;1.370.644;10.052.544;Entire home/apt;1212;21;0;;;2;365;0
141;1244333;Private Room@Chatuchak,BTS,JJ market,DMK airport;2087671;Apipu;Phaya Thai;1.379.221;10.054.631;Private room;399;1;33;15/03/2020;0.78;1;0;0
142;2076867;U Delight  @ Jatujak Station;10613827;Atsanai;Chatu Chak;1.379.844;10.055.726;Entire home/apt;591;365;0;;;1;365;0
143;2077641;1BR River view 19th State tower;10581237;Anchana;Bang Rak;1.372.007;10.051.711;Private room;1300;30;3;01/01/2015;0.03;4;365;0
144;2077825;Le Siam heritage Residence;10581237;Anchana;Bang Rak;1.372.063;10.051.611;Private room;1300;30;0;;;4;365;0
145;723070;One Bed apartmentm,The Seed Mingle condo, Bangkok;3734436;Chok;Sathon;1.372.075;10.053.993;Entire home/apt;1558;21;2;05/12/2018;0.04;2;364;0
146;729015;NEW River Condo Center BTS temples;3785867;Julia;Khlong San;1.372.077;10.051.202;Entire home/apt;3281;360;37;30/04/2018;0.3;2;364;0
147;2084034;Unique 2 bd-apt right above pool;10297749;Tash;Vadhana;1.373.332;10.057.099;Entire home/apt;2220;21;58;18/11/2022;0.53;2;346;2
148;1255386;SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed;6838199;Sirikamol;Dusit;1.377.073;10.050.478;Private room;7500;1;0;;;3;365;0
149;1296322;Mini chic Apartment -BTS S Taksin;2129668;Wimonpak;Sathon;1.371.425;10.051.332;Entire home/apt;703;1;206;14/12/2022;1.79;41;355;6
150;736372;Luxury Condo @ The Heart of Bangkok;3843977;Marc;Vadhana;1.374.283;10.058.651;Entire home/apt;1974;180;0;;;1;365;0
151;1302302;2 Bed Serviced Penthouse SkyVillas;6132593;Salvatore;Sathon;1.372.027;10.052.851;Entire home/apt;3757;2;135;11/11/2022;1.19;7;144;3
152;1316688;Contemporary Modern Duplex - Thonglor;5394070;Eva;Khlong Toei;1.372.242;10.057.962;Entire home/apt;1489;30;81;07/10/2022;0.72;1;0;3
153;742497;Chao Phraya Rumors;3837874;Fr;Samphanthawong;1.373.989;10.050.179;Private room;1732;5;1;18/08/2013;0.01;1;365;0
154;1323380;Master Suite in Pool Villa;2975807;Ingo;Vadhana;1.374.618;10.055.168;Private room;9600;28;1;19/06/2017;0.01;2;365;0
155;1338281;Loft Studio 6 min BTS Sapan Taksin;2129668;Wimonpak;Sathon;1.371.506;10.051.319;Entire home/apt;1100;100;117;30/05/2019;1.02;41;365;0
156;1338489;FABB Modern 4. BTS Sapan Taksin;2129668;Wimonpak;Sathon;137.133;10.051.337;Entire home/apt;1100;1;146;02/03/2020;1.27;41;167;0
157;2112940;Great Studio in Great Area 24Sqm.;10772928;Yair;Suanluang;1.372.383;10.061.609;Entire home/apt;1306;28;2;15/01/2015;0.02;4;347;0
158;2118606;City heart resort style condo.;10802851;Susie;Phaya Thai;1.378.064;10.054.393;Entire home/apt;1385;3;7;26/07/2017;0.07;1;348;0
159;2124717;Large cozy Studio in on nut 17;5469970;Yair;Suanluang;137.234;10.061.828;Entire home/apt;1212;10;10;10/08/2017;0.1;10;365;0
160;742693;New & Nice 1 Bed Apt Thonglor BTS;3888806;Nulek;Khlong Toei;1.372.062;10.058.019;Entire home/apt;1732;2;0;;;1;347;0
161;2130543;Bangkok Riverside near Asiatique;8954433;Benz;Bang Kho laen;137.016;10.050.262;Entire home/apt;4800;2;18;24/12/2016;0.2;2;357;0
162;2133513;Amazing studio in Onnut;10772928;Yair;Suanluang;1.372.158;10.061.654;Entire home/apt;999;10;11;31/10/2022;0.12;4;358;2
163;768019;Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +);2975807;Ingo;Vadhana;1.373.668;10.056.693;Entire home/apt;4156;28;4;11/08/2015;0.03;2;271;0
164;801844;Big space in eastern BKK;121622;Anchalee;Bang Kapi;1.375.878;10.064.988;Entire home/apt;519;4;1;09/11/2016;0.01;1;181;0
165;808870;Chambre privée en condominium;4255924;Arnaud;Khlong Toei;1.373.684;10.055.488;Private room;1500;7;0;;;1;365;0
166;2135883;Elegant 2-Brm Condo in Heart of Bangkok;10899693;Gerald;Bang Rak;1.372.543;10.053.838;Entire home/apt;5195;3;95;13/12/2022;0.92;1;236;14
167;1341114;Five artist loft apartments;7273604;Nim;Bang Na;1.367.826;10.060.592;Entire home/apt;1750;28;0;;;2;365;0
168;811670;Lovely quaint Bangkok home;4268095;Ann;Din Daeng;1.378.499;10.056.958;Entire home/apt;2000;2;26;11/12/2022;0.22;1;336;2
169;1341890;MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!;7278395;Niramol;Huai Khwang;1.374.538;10.059.943;Entire home/apt;888;7;53;06/12/2022;0.46;8;127;7
