no;id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
8110;35580331;Stylish One-Bedroom Apartment near BTS Phyathai;112970036;Tip;Ratchathewi;1.375.703;10.052.863;Private room;1200;3;10;25/10/2022;0.24;4;96;2
8111;35581542;Sathorn Plus by The Garden;34079268;Prapaporn;Yan na wa;137.138;1.005.456;Entire home/apt;3500;30;1;26/02/2020;0.03;2;365;0
8112;35582156;Stay Monomer, the ideal location (6 Mixed Dorm) 04;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;500;1;0;;;24;242;0
8113;35582620;Stay Monomer, the ideal location (6 Mixed Dorm) 06;56782854;Off;Ratchathewi;1.375.201;10.053.056;Shared room;500;1;1;07/07/2019;0.02;24;242;0
8114;35582662;Deluxe Room Red Style;44305808;Lek Boonsiri;Vadhana;1.372.085;10.058.588;Private room;1143;1;0;;;41;362;0
8115;35582752;Nr BTS Thonglor/Cozy and comfortable condo;128943709;Rain;Khlong Toei;1.371.801;10.057.533;Entire home/apt;1600;21;0;;;26;172;0
8116;35583034;Deluxe Room Twin Bed;44305808;Lek Boonsiri;Vadhana;1.373.243;1.005.986;Private room;1114;1;0;;;41;364;0
8117;35583043;Deluxe Room Near Ekkamai;44305808;Lek Boonsiri;Vadhana;1.372.085;10.058.588;Private room;1014;1;0;;;41;179;0
8118;35583408;Stay Monomer, the ideal location (12 Female) 04;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;400;1;0;;;24;242;0
8119;35583778;Stay Monomer, the ideal location (12 Female) 05;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;400;1;1;13/10/2022;0.39;24;242;1
8120;35583829;Stay Monomer, the ideal location (12 Female) 06;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;400;1;0;;;24;242;0
8121;35725634;TC green网红火车夜市RCA酒吧街精装酒店式公寓一室一厅，带游泳池健身房儿童房;219555186;Kelly;Huai Khwang;1.375.538;10.057.586;Entire home/apt;701;30;9;31/10/2020;0.21;1;0;0
8122;35584773;How can we be a better;267744696;Na;Sathon;1.371.651;10.051.843;Entire home/apt;3200;1;1;28/06/2022;0.16;1;181;1
8123;35726572;BLUE YELLOW ROOM New.Cosy.BTS Thonglo.2 King Beds.;245946613;Ally;Khlong Toei;1.372.513;10.057.389;Private room;1300;300;37;21/02/2020;0.87;2;364;0
8124;35744484;LIFE @MorningFarm (Royal suite I);268710525;Nimit;Nong Chok;1.381.066;10.092.344;Entire home/apt;3286;2;0;;;2;365;0
8125;35749450;Amazing house 600m Khao san Road Bangkok;147884203;View & Duck;Phra Nakhon;1.376.133;10.050.363;Private room;2000;1;12;16/02/2020;0.3;4;360;0
8126;35755071;Living Naraa,Sathorn/Near BRT/ Sathorn&Silom;237763185;Living Naraa,;Sathon;137.148;1.005.306;Private room;600;1;21;10/12/2022;0.49;5;168;10
8127;35294826;direct sea view condo;82614171;William;Bangkok Yai;1.372.349;10.047.515;Entire home/apt;712;7;0;;;1;364;0
8128;35584868;Honey moon Room Near BTS Sky Train;44305808;Lek Boonsiri;Vadhana;1.373.241;10.059.856;Hotel room;2057;1;0;;;41;365;0
8129;35585007;Stay Monomer, the ideal location (12 Mixed) 05;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;400;1;0;;;24;242;0
8130;35585009;Stay Monomer, the ideal location (12 Mixed) 06;56782854;Off;Ratchathewi;1.375.284;10.053.124;Shared room;400;1;0;;;24;242;0
8131;35586873;Stay Monomer, the ideal location (12 Mixed) 04;56782854;Off;Ratchathewi;1.375.284;10.053.124;Hotel room;400;1;1;20/12/2019;0.03;24;242;0
8132;35588327;1 Bed Condo (Omni Tower) - Center of City;264637612;Yaowapha;Khlong Toei;1.371.621;1.005.699;Private room;1950;4;0;;;1;179;0
8133;35589034;เดอะนิช ไอดี ลาดพร้าววังหิน;266536834;P;Lat Phrao;138.069;10.059.251;Private room;8000;30;0;;;1;365;0
8134;35590671;Private Room #2;53164194;Napoj;Bang Rak;1.373.499;10.051.786;Private room;1057;1;1;04/09/2019;0.02;3;359;0
8135;35592844;Free Wi-Fi, cheap food, next to The Mall Bang Khae;188297598;สุนนท์;Bang Khae;1.371.429;1.004.103;Entire home/apt;550;3;1;28/01/2022;0.09;1;89;1
8136;35595298;Oriental Suite, Near Airport Line.;44305808;Lek Boonsiri;Vadhana;1.373.239;10.059.852;Hotel room;1600;1;0;;;41;365;0
8137;35296126;Sen long apartment;265742033;Bishop;Bang Rak;1.372.661;10.053.725;Entire home/apt;7862;1;0;;;1;365;0
8138;35598168;3BR-Vintage House/10pax★Full Kitchen★4N-FreePickup;267819250;Dunah;Bang Kapi;1.375.049;10.062.575;Entire home/apt;3643;2;20;02/08/2022;0.48;1;357;3
8139;35297015;The first house did you house;265748040;Fyv;Vadhana;1.372.299;10.059.949;Entire home/apt;3426;1;0;;;1;365;0
8140;35297351;Sweet Room, Acozyposhtel DonMuang Airport Bangkok;176795569;Suporn;Don Mueang;1.394.167;10.061.188;Hotel room;623;1;25;24/12/2022;0.58;8;341;2
8141;35297501;Danee hostel ใกล้สถานีรถไฟฟ้าสุรศักดิ์;150929956;น.ส.ดาณี;Sathon;1.371.496;10.052.022;Private room;800;1;0;;;17;365;0
8142;35617366;New!  La Chada Night Market 1BR 2PPL near MRT;201677068;Curry;Huai Khwang;1.377.269;1.005.795;Entire home/apt;1057;1;22;08/02/2020;0.52;228;0;0
8143;35617608;New!  La Chada Night Market 1BR 2PPL near MRT;201677068;Curry;Huai Khwang;1.377.253;10.057.954;Entire home/apt;1000;1;29;23/08/2020;0.7;228;0;0
8144;35622578;Cozy 1 BR Green Condo III @Punnawithi BTS station;33648272;Jeenie;Phra Khanong;1.369.321;10.061.393;Entire home/apt;750;6;24;12/12/2022;0.56;22;327;6
8145;35624923;Hostel nearby MRT Huaykwang;97401504;Hoot;Huai Khwang;1.378.178;10.057.605;Hotel room;388;1;0;;;5;365;0
8146;35627308;Cozy Studio, 3min BTS Prakanon, PoolView, Netflix;268015450;Pearly;Vadhana;1.371.587;10.059.446;Entire home/apt;1046;3;3;31/05/2020;0.07;1;10;0
8147;35298345;Danee hostel;150929956;น.ส.ดาณี;Sathon;1.371.514;1.005.216;Private room;470;1;0;;;17;363;0
8148;35298643;Kang lai apartment;265758135;Annabelle;Parthum Wan;1.374.175;10.054.709;Entire home/apt;7498;1;0;;;1;365;0
8149;35302965;Family room 3-4 people (1 extra bed)*;262531730;Chatey;Bang Kapi;1.375.442;10.064.155;Entire home/apt;720;15;6;17/11/2022;0.14;2;321;3
8150;35755991;Cozy 6pax townhouse/Train Night Market ★HuaiKwang★;268971546;Anon;Huai Khwang;1.377.846;10.057.891;Entire home/apt;2000;3;34;19/12/2022;0.8;2;172;8
8151;35758834;Private stay in the middle of the downtown;268996476;Sarin;Parthum Wan;1.373.741;10.054.933;Entire home/apt;1200;365;0;;;1;365;0
8152;35759537;Living Naraa, Sathorn/Near BRT/ Sathorn&Silom #ble;237763185;Living Naraa,;Sathon;1.371.679;10.053.091;Entire home/apt;560;1;2;26/11/2022;1.43;5;352;2
8153;35760648;1 bed in 4 bed dormitory(Female) + shared washroom;174846882;All Day Hostel;Phra Khanong;1.369.858;1.006.053;Hotel room;350;1;1;01/01/2020;0.03;6;269;0
8154;35760816;1 bed in 4 bed dormitory(Male) + shared washroom;174846882;All Day Hostel;Phra Khanong;136.969;10.060.511;Hotel room;350;1;0;;;6;269;0
8155;35635184;Livingnest 5 sw;268084284;Jojoe;Bang Kapi;1.376.264;10.064.155;Entire home/apt;550;30;4;30/11/2022;0.44;2;297;4
8156;35770074;บ้านหลังแรก;269097073;Phatchaon;Bang Kho laen;1.370.114;10.052.048;Private room;950;1;0;;;3;365;0
8157;35771206;2BR near Vichaiyut Hospital, BTS Ari;215510662;Shagufta;Phaya Thai;1.377.986;10.053.132;Entire home/apt;1545;14;4;11/02/2020;0.1;2;245;0
8158;35771921;Nasa Vegas Apartment;269116251;Tanee;Suanluang;1.374.269;10.060.235;Private room;5000;1;0;;;1;365;0
8159;35773185;FREE 24 hr shuttle AIRPORT 10 min+BREAKFAST+DELUXE;43652003;Peack;Lat Krabang;1.371.943;10.078.854;Hotel room;1399;1;29;24/12/2022;0.68;4;361;14
8160;35773804;บ้านอบอุ่น;269131423;Uwalak;Khan Na Yao;1.384.727;10.065.574;Entire home/apt;1500;1;0;;;1;365;0
8161;35307206;Luxury 1BR/Center BKK+CBD/BTS PhromPhong;152018136;Tony;Khlong Toei;1.372.644;10.056.607;Entire home/apt;1466;1;156;26/12/2022;3.62;12;96;71
8162;35321060;DiFF Hostel : Quadruple Room for 4 persons;195095684;Gift;Ratchathewi;137.532;10.053.206;Hotel room;2286;1;0;;;2;351;0
8163;35326727;New!  La Chada Night Market studio 2PPL near MRT;201677068;Curry;Huai Khwang;1.377.094;10.058.137;Entire home/apt;968;30;37;24/10/2020;0.86;228;364;0
8164;35327041;New!  La Chada Night Market 1BR 2PPL near MRT;201677068;Curry;Huai Khwang;137.708;10.058.127;Entire home/apt;1057;1;50;01/08/2020;1.15;228;0;0
8165;35329051;Cosy apartment close to Airport Link Station;36808034;Lalana;Suanluang;137.457;10.060.339;Entire home/apt;876;1;122;20/12/2022;2.99;2;117;47
8166;35338035;The Best and Cheap private room near Khaosan ! 509;266047791;First;Phra Nakhon;1.375.151;10.050.357;Private room;1094;1;4;19/12/2022;0.1;5;334;2
8167;35339614;IDEO S93 (Condo) 50m to Bangchak BTS, Sukhumvit Rd;48472530;Sasitorn;Phra Khanong;1.369.753;10.060.373;Entire home/apt;870;10;19;18/10/2022;0.45;1;104;6
8168;35343600;[電梯獨立房 ] BTS車站 捷運出口2分鐘;110984091;陽;Huai Khwang;1.380.188;10.058.346;Entire home/apt;800;1;0;;;1;365;0
8169;35355395;Thai private House in old town Bangkok 3 bedrooms*;93816219;Thunder M.;Bangkok Noi;1.375.674;10.047.819;Entire home/apt;3445;1;27;13/12/2022;0.64;7;362;7
8170;35357645;Modern Room located in Sukhumvit area;199624792;Ho;Vadhana;1.372.555;10.059.231;Entire home/apt;1400;21;1;28/08/2022;0.24;23;115;1
8171;35358121;Luxury condo@Superb skyline view;199624792;Ho;Vadhana;1.372.313;10.059.374;Entire home/apt;1450;21;0;;;23;138;0
8172;35358390;The Hospitality Home 2 BR@Rama9/ Pool/Wi-fi;133082557;Jean;Huai Khwang;1.376.093;10.056.857;Entire home/apt;3243;1;11;27/01/2020;0.26;19;85;0
8173;35363478;OCEAN SUITE;264652649;Sirichok;Chatu Chak;1.380.344;10.056.545;Hotel room;9500;1;0;;;1;365;0
8174;35642553;Private room surrounding  peaceful environments.;8228906;Nooch;Taling Chan;1.378.638;10.042.824;Private room;600;1;0;;;2;0;0
8175;35363994;Cozy House City center BTS&MRT;67662233;Shatchawan;Khlong Toei;137.193.415;1.005.631.652;Entire home/apt;5760;1;1;15/12/2022;1.0;1;355;1
8176;35364295;8 Beds Female  Dorm;66572330;Nap@Pan Hostel Silom;Bang Rak;137.271;10.052.578;Hotel room;1000;1;0;;;4;364;0
8177;36000385;Vtara36酒店公寓全新热水泳池健身房市中心;270839338;Ansy;Khlong Toei;1.371.984;10.057.537;Entire home/apt;2463;1;0;;;1;364;0
8178;36002500;Double D Rooms&Cafe (Junior Triple Room);157714185;สุวรรณา;Bangkok Noi;1.375.062;100.469;Private room;1050;1;0;;;6;180;0
8179;35777984;Luxurious 3 bed & 3 bathrooms with river view;27888176;Tarm;Yan na wa;1.369.086;10.054.719;Entire home/apt;4500;360;0;;;4;358;0
8180;35779983;Superior Double Room - Bangkok City Hotel;259541263;Bangkok City;Ratchathewi;1.375.338;10.052.954;Hotel room;1690;1;1;08/07/2019;0.02;1;271;0
8181;35783182;Modern Luxury Suites - CBD Bangkok (100sqm);36199099;Ohh;Sathon;1.372.351;10.055.008;Entire home/apt;3500;30;3;02/11/2022;0.07;2;335;1
8182;35786821;通罗一居室/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心城区;264864968;Tricia;Khlong Toei;1.371.707;10.057.723;Entire home/apt;1443;3;139;16/08/2022;3.26;44;169;2
8183;35789467;Dream&l大两卧·通罗/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心;264864968;Tricia;Khlong Toei;1.371.847;10.057.588;Entire home/apt;2746;3;67;03/10/2021;1.56;44;171;0
8184;35790516;Charming, renovated home near Mahanakhon tower;26029855;Floyd;Bang Rak;1.372.701;10.052.734;Entire home/apt;1781;7;3;25/09/2022;0.08;2;114;2
8185;35646946;#2-5 Minute walk to Bts onnut Wifi Washing machine;212004527;Som;Phra Khanong;1.370.428;10.060.411;Entire home/apt;999;3;1;14/07/2019;0.02;15;90;0
8186;35650293;Chateau InTown  Charansaniwong 96/2 with Kitchen;122106657;Fame;Bang Phlat;1.380.755;10.051.283;Entire home/apt;1690;6;0;;;1;365;0
8187;35655372;W Station @離BTS 1分鐘環境優雅 一張大床1 卧1 卫 免費迎賓飲料 WI-FI+早餐;124182824;W Station;Khlong San;1.372.038;10.049.329;Hotel room;3096;1;1;21/10/2019;0.03;6;293;0
8188;35655440;Urbanize Residence Ratchada 13;90561097;Kasempong;Din Daeng;1.378.024;10.056.988;Private room;750;1;0;;;1;179;0
8189;35655537;W Station@離BTS 1分鐘 環境優雅 雙床 1 卧1 卫 免費迎賓飲料 WI-FI +早餐;124182824;W Station;Khlong San;1.372.038;10.049.329;Hotel room;3096;1;0;;;6;290;0
8190;35795579;Achcha no.1 - queen bed with private bath (3 fl.);181645695;Jitsupa;Bangkok Yai;137.376;10.048.547;Private room;850;1;2;10/04/2022;0.23;3;0;2
8191;35655714;BTS Wongwianyai 1 min Thai Modern design cozy +BF;124182824;W Station;Khlong San;1.372.038;10.049.329;Hotel room;2893;1;0;;;6;123;0
8192;35655767;Exquisite double apartment Stylish pool + gym;128943709;Rain;Khlong Toei;1.371.408;10.056.918;Entire home/apt;1286;7;8;06/09/2022;0.22;26;149;2
8193;36394855;Cozy place near airport - 1 min to shopping mall;14352584;Hostbox;Lat Krabang;1.372.286;10.072.272;Private room;730;1;4;01/09/2022;0.11;3;358;1
8194;35805719;LivingNaraa, Sathorn/NearBRT/Sathorn &Silom Yellow;237763185;Living Naraa,;Sathon;1.371.663;10.053.211;Private room;560;1;8;10/11/2022;0.2;5;146;6
8195;35806811;White House Hostel Family (4pax) Shared Bathroom;266898220;Piti;Ratchathewi;137.534;10.053.822;Hotel room;1214;1;8;05/08/2022;0.19;17;320;1
8196;35809361;The Tree RIO（F33） 精装公寓 近大皇宫考山路、湄南河景、天空无边网红泳池（No.1）;239642322;Sunshine;Bang Phlat;1.379.955;10.050.641;Private room;600;30;2;09/03/2020;0.05;2;54;0
8197;35810728;HappysealoversApartmentinBangkok;269353149;Hunao;Bang Phlat;1.378.664;10.047.257;Entire home/apt;3740;1;0;;;1;0;0
8198;35812105;Business suit.Luxury sky swimming pool. EM 2 Siam;115758511;JSHome Luxury;Khlong Toei;1.371.604;10.057.046;Entire home/apt;2457;1;7;20/10/2022;0.17;22;78;5
8199;35812934;Very beautiful comfortable and beautiful comfor;269413631;Cheng;Parthum Wan;1.374.129;10.052.016;Entire home/apt;1351;1;0;;;1;179;0
8200;35814946;1 bedroom condo 1 minute walk from BTS Chongnonsi;27888176;Tarm;Bang Rak;1.372.381;10.052.988;Entire home/apt;1250;30;1;15/08/2019;0.02;4;277;0
8201;35816861;Luxurious 2 bedrooms condo close to airport link;27888176;Tarm;Huai Khwang;1.374.561;10.058.245;Entire home/apt;1400;360;0;;;4;358;0
8202;35819089;Very beautiful and comfortable with the new best;269447235;Chen;Parthum Wan;1.374.001;10.052.045;Entire home/apt;1905;1;0;;;1;180;0
8203;35820149;Very beautiful and very comfortable with the;269453169;Cheng;Parthum Wan;137.418;10.051.827;Entire home/apt;1905;1;0;;;1;179;0
8204;36395508;Condo The nice MONO Ratchavipa;273670764;Pansak;Bang Sue;1.383.214;10.053.936;Entire home/apt;10000;90;0;;;1;271;0
8205;35822401;Very beautiful and comfortable apartment with;269466483;Cheng;Parthum Wan;1.374.161;10.051.817;Entire home/apt;1905;1;0;;;1;180;0
8206;35824512;Very beautiful and beautiful apartment with;269479412;Luni;Parthum Wan;1.374.274;10.052.003;Entire home/apt;1870;1;0;;;1;180;0
8207;35825430;Newly Renovated Chillax 1BR near BTS Ari;251475219;Kanomping;Phaya Thai;1.378.169;10.054.934;Entire home/apt;1754;1;65;16/12/2022;1.56;11;344;30
8208;35825644;Very beautiful and comfortable apartment with the;269486805;Bei;Parthum Wan;1.374.022;10.051.818;Entire home/apt;1870;1;0;;;1;180;0
8209;36003173;the Rich Sathorn-Taksin Condominium;267788074;Dada;Khlong San;1.371.958;10.049.819;Entire home/apt;1000;30;6;11/04/2020;0.14;2;130;0
8210;36003852;Monthly rent-- the Rich Sathorn-Taksin Condominium;267788074;Dada;Khlong San;1.372.034;10.049.618;Entire home/apt;1000;30;7;30/12/2020;0.16;2;151;0
8211;36010848;FL18SV  1bed room  Sathorn old town food street;21393261;SiamLife;Sathon;1.370.828;10.052.571;Entire home/apt;1500;7;2;30/11/2022;0.05;17;253;1
8212;36395928;New Contemporary & Spacious Studio near Skytrain;251475219;Kanomping;Phaya Thai;137.838;10.054.922;Entire home/apt;1550;1;31;10/12/2022;0.74;11;340;14
8213;36396786;1BR near Bumrungrad Hospital - Canal view - Quiet;36596655;Vauban;Ratchathewi;137.495;10.055.586;Entire home/apt;1100;180;0;;;4;271;0
8214;36397956;Neveu:The Casa, 5 bedrooms Apt@MRT Sutthisan;29488167;Potae Pongthorn;Din Daeng;1.379.078;10.057.375;Entire home/apt;8573;1;39;18/12/2022;0.94;9;308;28
8215;36398316;The Tree Rio;271549235;Chung Kai;Bang Phlat;1.379.821;10.050.606;Entire home/apt;520;30;0;;;1;59;0
8216;36016036;Bangkok Brilliant;270963100;Darius;Din Daeng;1.380.052;10.057.449;Entire home/apt;900;1;4;29/01/2020;0.1;1;0;0
8217;36016684;อโศก รัชดา ใกล้แหล่งช๊อปปิ้ง เดินทางสะดวก;270964682;Chokchai;Huai Khwang;1.374.948;10.059.695;Entire home/apt;10000;30;0;;;1;180;0
8218;36027377;Elegant & Grand life style-1 Bedroom apt. near BTS;56406380;Ben;Khlong Toei;1.370.392;10.059.738;Entire home/apt;999;2;17;15/12/2020;0.41;3;302;0
8219;36035352;White House Hostel 2 Bunk Beds Shared Bathroom;266898220;Piti;Ratchathewi;1.375.424;10.053.751;Hotel room;986;1;1;15/07/2019;0.02;17;322;0
8220;36399509;Hub of the city with 360 degree view roof top;273694447;Suppakornd;Bang Na;1.365.685;10.061.051;Private room;900;1;0;;;1;90;0
8221;36046916;The sena;271195384;Jirayut;Suanluang;1.374.803;10.063.583;Private room;1650;1;0;;;1;365;0
8222;36047961;Family Room #11;241150292;Gift;Khlong Toei;1.372.692;10.057.402;Private room;1100;30;0;;;1;365;0
8223;36048261;Lumpini;271203297;ดำรงรักษ์;Khlong Toei;1.371.826;10.055.611;Private room;1700;1;1;11/07/2019;0.02;1;365;0
8224;36049652;1 bed in 6 bed dormitory(Mixed) + shared washroom;174846882;All Day Hostel;Phra Khanong;1.369.822;10.060.529;Hotel room;350;1;0;;;6;179;0
8225;35827160;Deluxe Bedroom in Tropical Summer Hostel;269497604;Tropical;Sathon;1.371.638;10.053.003;Private room;880;1;1;05/07/2021;0.06;7;364;0
8226;35827619;Triple room in Tropical Summer hostel;269497604;Tropical;Sathon;1.371.602;10.052.937;Private room;893;1;6;05/02/2020;0.15;7;362;0
8227;35827862;Twin room in Tropical Summer Hostel;269497604;Tropical;Sathon;1.371.733;10.052.918;Private room;672;1;0;;;7;359;0
8228;35828067;Family room 6 Beds in Tropical Summer Hostel;269497604;Tropical;Sathon;1.371.618;1.005.295;Private room;1863;1;1;06/01/2020;0.03;7;364;0
8229;35833343;2BR-SKYLINE GALLERY-Phrakhanong BTS-漂亮的房子-WiFi;4138170;Kevin;Vadhana;1.372.122;10.060.329;Entire home/apt;2186;1;120;13/12/2022;2.8;11;342;26
8230;36400772;DOUBLE AIRPORT 10MIN, NICE VIEW ROOFTOP;273701410;Jirayu;Lat Krabang;1.371.943;10.075.399;Hotel room;650;113;94;15/03/2020;2.22;4;358;0
8231;36401353;mali. 1MIN to Ploenchit BTS/ 4BR Duplex Penthouse;269394073;Mali;Parthum Wan;1.374.265;10.054.932;Entire home/apt;8881;1;101;25/12/2022;2.4;2;251;46
8232;36402610;All we need is hostel;273709534;Varistha;Bang Rak;1.372.327;1.005.241;Shared room;310;1;0;;;1;181;0
8233;35847220;Jiamei Apartment;73273521;Miri;Ratchathewi;1.376.761;1.005.274;Entire home/apt;4156;1;0;;;1;0;0
8234;35850717;Cozy room near BTS Surasak_POOL&GYM_Pool view;19356683;Jira;Sathon;1.370.975;10.051.835;Entire home/apt;1897;1;29;21/11/2022;0.68;1;130;3
8235;35853801;盛字二号/曼谷280平花园别墅/泳池/7-11超市/网红夜市/购物中心/free wifi/已消毒;123394446;Tina;Bueng Kum;1.382.708;1.006.463;Entire home/apt;3920;1;48;06/02/2020;1.12;4;0;0
8236;36050189;D condo;271213083;Kul;Suanluang;1.372.015;10.061.386;Private room;1600;3;0;;;1;365;0
8237;36078343;bts onnut 素坤逸50 酒店式公寓 超高性价比套房双床房;207453281;Hua;Khlong Toei;1.370.433;10.059.968;Entire home/apt;843;2;11;10/11/2022;0.26;20;112;6
8238;36412623;4 pax 800THB per Night | Srinakarin  [Free Wifi];55341671;Virut;Pra Wet;1.370.101;10.067.619;Entire home/apt;804;7;14;24/12/2022;0.37;4;132;10
8239;36423332;at BTS/metro New luxury room + free wifi 2/2;24838982;Apinun;Thon buri;1.371.109;10.047.085;Private room;520;1;62;13/12/2022;1.5;5;149;26
8240;36079903;Budget Apartment (near stadium 10 mins by walk);125635242;New;Bang Kapi;1.375.826;10.061.409;Private room;450;1;6;17/12/2022;0.15;2;353;4
8241;35859057;Born Free Hostel;269724000;Born Free Hostel;Phra Nakhon;1.376.199;10.050.257;Shared room;305;1;1;28/10/2019;0.03;1;0;0
8242;35861639;White House Hostel Deluxe Room Shared Bathroom;266898220;Piti;Ratchathewi;137.534;10.053.822;Hotel room;786;1;2;22/07/2019;0.05;17;322;0
8243;35863238;White House Hostel Deluxe Room with Balcony;266898220;Piti;Ratchathewi;137.534;10.053.822;Hotel room;786;1;8;13/12/2019;0.19;17;332;0
8244;35863482;White House Hostel Deluxe Room Shared Bathroom;266898220;Piti;Ratchathewi;137.534;10.053.822;Hotel room;786;1;8;07/12/2022;0.19;17;333;3
8245;35871371;Lumpini park riverside rama 3;269808983;Oum;Yan na wa;1.367.832;10.052.669;Private room;10000;365;0;;;1;365;0
8246;35876187;คณุตม์ อพาร์ทเม้นท์;269843477;คณุตม์;Don Mueang;1.393.325;10.060.533;Entire home/apt;820;1;1;03/09/2019;0.02;1;365;0
8247;35884182;回家;269908750;Yane;Huai Khwang;1.377.115;10.058.073;Private room;1600;7;0;;;1;180;0
8248;36427849;at BTS/metro New luxury room + free wifi 3/1;24838982;Apinun;Thon buri;1.371.062;10.047.084;Private room;456;1;76;13/12/2022;1.8;5;137;29
8249;36428213;at BTS/metro New luxury room + free wifi 3/2;24838982;Apinun;Thon buri;1.371.246;10.047.286;Private room;488;1;106;10/12/2022;2.52;5;133;46
8250;36428876;at BTS/metro New luxury room + free wifi 3/3;24838982;Apinun;Thon buri;1.371.091;1.004.728;Private room;455;1;59;11/05/2022;1.41;5;118;4
8251;36432204;Cozy Apartment;145174397;Ploy;Bang Khun thain;1.365.154;10.044.636;Private room;890;1;0;;;1;364;0
8252;36432339;3 bed/2 bath, 74 sqm near MRT Ratchadapisek (5min);273923221;Nat;Din Daeng;1.379.717;10.057.002;Entire home/apt;729;1;31;24/12/2022;0.75;1;221;11
8253;36432553;The cosy river (Studio deluxe room);257074165;Paul;Khlong San;137.188;10.050.926;Hotel room;1357;1;2;04/09/2022;0.05;4;357;1
8254;35885869;BKK Life Asoke Airport Link;50147936;James;Huai Khwang;1.374.991;10.056.527;Entire home/apt;2500;365;0;;;1;365;0
8255;35886445;Святославовичквартира;269932914;Святослав;Khlong Toei;1.372.728;10.057.363;Private room;4000;1;0;;;1;365;0
8256;35886566;แมริออท เอ็กเซ;269933198;Ying;Din Daeng;1.377.211;10.055.563;Entire home/apt;4329;1;0;;;1;365;0
8257;36081983;West Wing Mansion+cozy+comfy+you pay what you get;271438253;Pipatpong;Bangkok Yai;1.373.522;10.047.114;Entire home/apt;500;1;2;13/10/2022;0.05;2;365;1
8258;36082986;West Wing Mansion Room 2;271438253;Pipatpong;Bangkok Yai;1.373.485;10.047.143;Entire home/apt;500;1;0;;;2;179;0
8259;36083447;Centrally Located 5 Minutes to BTS Ratchathewi Standard;270210774;Sakaowadee;Ratchathewi;137.494;10.053.304;Private room;5000;1;3;19/02/2020;0.08;8;302;0
8260;36084573;New* Streetfront 2BR Boutique Suite/FL4 CityCenter;270928967;Kaem;Ratchathewi;1.375.111;10.053.793;Private room;1200;1;29;19/08/2022;0.69;9;0;1
8261;36089493;Centrally Located 5 Minutes to BTS Ratchathewi Superior;270210774;Sakaowadee;Ratchathewi;137.494;10.053.304;Private room;5000;1;0;;;8;302;0
8262;36090175;ห้องพักสุดหรู คอนโด Aspire สาทร-ท่าพระ;271474674;Wilawan;Thon buri;1.371.503;10.047.903;Private room;1700;1;0;;;1;365;0
8263;36096845;"100-Year City Center Villa ""Breakfast & Cleaning";265189353;Poom And Fon;Parthum Wan;1.373.694;10.055.107;Entire home/apt;10466;2;53;14/12/2022;1.24;1;269;7
8264;36434035;Modern 4BR in the heart of Sukhumvit Near BTS Nana;226429939;Apinya;Vadhana;1.373.009;10.058.703;Private room;6250;1;4;29/08/2022;0.43;9;0;4
8265;36435431;The cosy river (Premium 1 Bedroom);257074165;Paul;Khlong San;1.372.772;10.050.214;Hotel room;1666;1;2;01/01/2020;0.05;4;361;0
8266;36438154;Jewel Near Chatuchak;269854422;David I;Huai Khwang;1.379.561;10.058.513;Entire home/apt;623;1;9;02/10/2019;0.21;1;0;0
8267;36439341;OLEIFERA Townhouse/CtrlBKK BTS/180sqm/4-10 Guests;273965831;Kip;Suanluang;1.373.496;10.063.318;Entire home/apt;3600;1;30;16/03/2020;0.72;1;302;0
8268;35888883;Worthy and Privy with 1bedroom in heart of Bangkok;266201330;Siam & Asia;Vadhana;1.372.516;10.058.289;Entire home/apt;1062;21;6;28/07/2022;0.17;1;147;4
8269;36442971;ศุภาลัย;273995524;Mee;Pra Wet;136.775;10.064.455;Private room;600;1;0;;;1;87;0
8270;36445954;#3-5 Minute walk to BTS onnut Wifi Washing machine;212004527;Som;Phra Khanong;1.370.406;10.060.378;Entire home/apt;999;1;2;07/05/2021;0.05;15;90;0
8271;36458907;Studio 2min walks BTS Phra Khanong Shophouse26 R1;274130755;Shophouse;Vadhana;137.148;10.059.346;Private room;904;1;49;27/12/2022;1.21;6;142;38
8272;35892263;Baan Meng Chinatown;31700474;Memie;Pom Prap Sattru Phai;1.373.995;10.051.559;Entire home/apt;2500;1;0;;;1;362;0
8273;35894422;P.T. Court Hotel, Bangkok;269973898;Patchara;Ratchathewi;1.376.322;1.005.391;Entire home/apt;3325;1;1;13/12/2019;0.03;1;358;0
8274;36101363;xiao‘ room   ins风直通泳池阳台房35平一居室公寓;230617227;Yun;Huai Khwang;13.789;10.058.305;Entire home/apt;700;5;8;06/12/2022;0.2;1;275;5
8275;36116061;ICON HOSTEL;238619748;Kachen;Bangkok Noi;1.375.667;10.048.133;Private room;6000;2;0;;;3;180;0
